Temperature,Humidity,Rainfall,Soil_pH,N,P,K,Crop,Disease
27.7,74.1,165.7,6.78,96,44,30,Chili,Powdery Mildew
35.7,50.3,270,6.78,94,34,31,Rice,Leaf Blast
30.8,76.4,154.6,6.24,91,50,45,Tomato,Bacterial Spot
23.5,79.7,164,7.23,97,56,58,Apple,Fire Blight
23.9,58.5,127.8,6.82,101,42,47,Wheat,Powdery Mildew
29.4,69.7,173.9,6.83,82,52,39,Cotton,Verticillium Wilt
20.4,56.9,129.2,6.89,91,39,44,Wheat,Powdery Mildew
30.4,83.3,250.5,6.1,97,33,37,Chili,Leaf Spot
33.6,69,210.2,6.67,93,41,28,Cotton,Leaf Spot
21.6,66.7,152.6,6.12,79,51,29,Potato,Early Blight
35.2,47.4,253.9,6.48,96,38,38,Rice,Leaf Blast
24,76.7,148,7.48,85,46,51,Apple,Fire Blight
20.1,76.9,148.3,6.29,82,29,40,Potato,Late Blight
27.8,72.8,147.1,6.13,99,51,26,Tomato,Early Blight
20.8,80.6,167.6,6.04,91,53,37,Apple,Cedar Apple Rust
22.6,67,140.9,6.19,84,53,29,Potato,Early Blight
30.1,85.5,258.5,6.01,105,29,42,Chili,Leaf Spot
25.8,65.1,152.9,6.33,85,37,33,Chili,Powdery Mildew
20.3,54.5,130,5.73,74,35,31,Wheat,Leaf Rust
32.9,36.6,206.9,5.86,54,50,37,Cotton,Bacterial Blight
18.4,77.5,166,6.06,76,33,46,Potato,Late Blight
31.3,70.1,161.3,6.62,91,40,42,Tomato,Bacterial Spot
22.9,66.8,164.1,6,79,25,43,Potato,Late Blight
23.2,82.3,189.6,6.3,87,52,43,Apple,Cedar Apple Rust
27.6,75.5,184.2,6.48,101,32,31,Chili,Powdery Mildew
26.8,73.6,173.8,6.75,94,49,35,Tomato,Bacterial Spot
25.1,76.6,182.8,6.35,100,33,29,Maize,Common Rust
28.2,85.7,205.4,6.36,106,37,18,Maize,Gray Leaf Spot
19,83.7,198.1,5.59,77,36,38,Tomato,Late Blight
25.9,67.8,185.4,6.09,73,36,29,Cotton,Leaf Spot
21.1,63.3,133.6,6.16,74,60,32,Potato,Early Blight
23.5,67.7,153.3,6.49,77,32,44,Potato,Late Blight
24.9,61.9,139.8,6.75,107,37,44,Wheat,Powdery Mildew
21.9,65.4,157.2,6.05,62,64,31,Potato,Early Blight
31.5,82.1,274.8,6.17,102,28,43,Chili,Leaf Spot
22.4,56,124.6,6.74,95,44,45,Wheat,Powdery Mildew
34.6,45.8,194.4,6.86,107,53,22,Chili,Anthracnose
27.8,68.9,144.4,6.11,93,56,30,Tomato,Early Blight
19.5,83,186.8,6.16,104,28,39,Wheat,Septoria Leaf Spot
36.1,85.8,238.4,6.04,108,40,36,Rice,Bacterial Leaf Blight
34.5,47.8,198.6,6.96,109,51,19,Chili,Anthracnose
31.5,87.2,283.5,6.4,100,31,39,Chili,Leaf Spot
30.4,47,235.3,6.41,79,54,40,Cotton,Bacterial Blight
29.2,69,202.3,6.71,87,48,25,Cotton,Leaf Spot
35,51.5,280.7,6.47,97,30,38,Rice,Leaf Blast
23.2,73.1,152.8,6.28,73,49,40,Apple,Apple Scab
29.7,74.4,153.4,6.73,90,33,32,Chili,Powdery Mildew
34.8,75.9,197.5,6.09,90,38,30,Cotton,Leaf Spot
30.1,64.3,210.6,6.02,75,31,28,Rice,Brown Spot
30.2,51.4,263.1,6.33,88,42,38,Rice,Leaf Blast
35,67.5,182.7,6.33,89,38,28,Cotton,Leaf Spot
31.5,53.3,285.2,6.77,91,39,34,Rice,Leaf Blast
34.8,87.1,151.2,6.91,110,53,21,Maize,Turcicum Leaf Blight
36.6,74.4,236.2,6.24,109,37,43,Rice,Bacterial Leaf Blight
24.3,75.3,164.2,6.08,80,46,44,Apple,Cedar Apple Rust
22.7,76.8,172.1,6.11,112,36,34,Wheat,Septoria Leaf Spot
26.9,60.2,156,6.54,100,48,35,Wheat,Leaf Rust
28.4,76.3,159.8,6.6,85,42,31,Chili,Powdery Mildew
31.1,69.6,210.4,6.19,92,37,25,Cotton,Leaf Spot
18.6,83.6,169.3,6,79,41,36,Apple,Cedar Apple Rust
27.5,62.9,162.9,6.44,86,49,37,Wheat,Leaf Rust
32,54.9,200.5,7.32,74,41,39,Cotton,Verticillium Wilt
25.9,83.1,166.8,6.26,100,40,29,Maize,Common Rust
27.7,73.7,152.1,6.35,97,42,39,Chili,Powdery Mildew
28.7,82.7,189.9,6.04,107,47,26,Maize,Gray Leaf Spot
18.5,83.7,195.3,5.75,84,39,41,Tomato,Late Blight
26.2,56.1,105.7,7.63,65,53,41,Potato,Common Scab
20.1,93.8,195.2,5.84,80,34,34,Tomato,Late Blight
24.7,62.1,121.8,6.27,95,54,33,Tomato,Early Blight
27.9,65.7,161,6.27,97,33,36,Wheat,Leaf Rust
31.1,51,215.7,6.33,83,54,43,Cotton,Bacterial Blight
30.6,61.6,188.8,7.43,78,44,39,Cotton,Verticillium Wilt
22.2,67.5,150.9,6.02,86,29,44,Potato,Late Blight
33.8,56.4,203.7,6.97,102,53,24,Chili,Anthracnose
31.8,50.5,197.1,6.82,70,53,31,Cotton,Verticillium Wilt
35.4,88.6,149.2,6.91,120,43,21,Maize,Turcicum Leaf Blight
23.6,55.2,140.1,6.88,108,39,47,Wheat,Powdery Mildew
26.8,45.1,139.9,7.52,66,45,30,Potato,Common Scab
26.1,45,125.5,6.58,55,41,39,Potato,Common Scab
20.3,63.4,154.1,5.8,68,55,30,Potato,Early Blight
20,76.6,194.3,6.35,112,28,43,Wheat,Septoria Leaf Spot
24.2,53.8,125,6.61,63,44,40,Potato,Common Scab
23.8,49.1,133.7,6.97,65,57,36,Potato,Common Scab
21.7,68.5,162.4,7,93,51,48,Apple,Fire Blight
27.2,84.8,152.3,6.3,101,37,34,Maize,Common Rust
19,70,171.5,6.26,78,33,48,Potato,Late Blight
28.6,66.7,216.3,6.94,92,45,32,Cotton,Leaf Spot
28.2,51.2,193.8,6.83,83,44,35,Cotton,Verticillium Wilt
23,84.1,153,6.47,74,39,42,Apple,Apple Scab
22.6,85.4,191,6.03,88,34,36,Tomato,Late Blight
31.5,80.7,293.8,6.26,103,28,37,Chili,Leaf Spot
34.1,84.8,265.4,6.67,94,43,43,Rice,Bacterial Leaf Blight
24.5,58.9,104.2,7.65,58,53,33,Potato,Common Scab
20.8,60.7,149.3,5.81,74,64,30,Potato,Early Blight
24.4,62.5,126.7,6.64,98,44,41,Wheat,Powdery Mildew
35.5,89,271.5,6.23,94,38,48,Rice,Bacterial Leaf Blight
20.2,68,148.8,5.83,81,63,25,Potato,Early Blight
22.4,50.8,132.1,7.85,54,41,43,Potato,Common Scab
31.9,87.9,298.2,6.35,96,29,41,Chili,Leaf Spot
34.9,79.5,188,6.18,91,44,32,Cotton,Leaf Spot
34.1,49.6,243.8,6.53,66,48,43,Cotton,Bacterial Blight
33.9,61.6,255.9,6.14,80,35,29,Rice,Brown Spot
27.6,54.9,193.7,6.92,89,45,39,Cotton,Verticillium Wilt
18.7,80.8,180.5,6.68,87,47,42,Apple,Cedar Apple Rust
27.1,74.2,165,7.03,81,51,57,Apple,Fire Blight
23.8,74.8,152,6.34,76,20,42,Potato,Late Blight
30.9,65.3,142.6,6.47,99,42,39,Tomato,Bacterial Spot
35.8,52.9,223.5,6.49,69,54,39,Cotton,Bacterial Blight
20.6,61.6,127.1,6.81,101,44,43,Wheat,Powdery Mildew
23.9,77.5,178.2,6.4,97,33,38,Wheat,Septoria Leaf Spot
33.4,67.7,209.2,6.15,85,35,32,Rice,Brown Spot
33.4,79.8,173.5,6.04,112,45,25,Maize,Gray Leaf Spot
33,68.2,216.1,6.81,88,46,29,Cotton,Leaf Spot
30.5,86.6,264.4,6.07,98,31,43,Chili,Leaf Spot
22.8,84.5,170.7,6.2,96,33,37,Wheat,Septoria Leaf Spot
37,86.9,146.6,7.09,123,53,25,Maize,Turcicum Leaf Blight
32.5,58.7,209,6.63,76,48,38,Cotton,Bacterial Blight
35.5,55.2,229,7.23,113,56,25,Chili,Anthracnose
32.8,65.3,238.5,5.67,72,36,25,Rice,Brown Spot
25.6,70.4,217.3,5.27,83,25,30,Chili,Leaf Spot
31.3,52.5,173.6,7.35,88,47,35,Cotton,Verticillium Wilt
27.2,60,170.3,7.26,80,53,35,Cotton,Verticillium Wilt
33.3,91.2,137.3,7.2,124,48,26,Maize,Turcicum Leaf Blight
31.2,39.8,232.1,6.54,82,50,37,Cotton,Bacterial Blight
33.9,67.4,200.6,5.6,76,33,25,Rice,Brown Spot
21.3,80.9,181.2,5.53,75,39,34,Tomato,Late Blight
28.2,72.1,176,5.93,98,32,25,Maize,Common Rust
29.4,53.2,201.6,6.95,88,47,32,Cotton,Verticillium Wilt
32.9,87.3,133.2,6.86,115,44,24,Maize,Turcicum Leaf Blight
34.1,71,212.8,6.59,99,46,32,Cotton,Leaf Spot
30.8,77.9,189.1,6.54,99,44,33,Cotton,Leaf Spot
22.3,59.1,120.3,7.11,66,56,34,Potato,Common Scab
25,69,139.1,6.44,98,40,44,Wheat,Leaf Rust
30.2,83,186.9,6.2,113,37,25,Maize,Gray Leaf Spot
19.1,82.6,185.6,6.14,82,34,32,Tomato,Late Blight
20.6,74.2,178,6.12,76,22,48,Potato,Late Blight
30.1,65.3,158.6,6.74,89,40,41,Tomato,Bacterial Spot
32,50.5,195.8,6.68,104,57,20,Chili,Anthracnose
27.2,67.5,157,6.19,100,45,38,Wheat,Leaf Rust
33,82.5,198.1,6.4,106,39,21,Maize,Gray Leaf Spot
22.1,54.1,143.1,6.54,103,37,46,Wheat,Powdery Mildew
36.5,88.6,186.8,7.28,97,45,50,Tomato,Bacterial Spot
23,58.4,130,7.86,65,51,39,Potato,Common Scab
26.5,69.7,168.4,6.63,80,52,36,Cotton,Verticillium Wilt
26,53.3,120.8,6.71,65,45,37,Potato,Common Scab
24.5,74.9,143.3,7.17,98,54,47,Apple,Fire Blight
21,87.3,197.8,5.93,71,47,52,Apple,Apple Scab
21.4,73.4,166.1,6.34,87,24,48,Potato,Late Blight
29.8,79.3,201.7,6.66,110,44,18,Maize,Gray Leaf Spot
23.1,64.9,129.4,6.6,91,39,42,Wheat,Powdery Mildew
37.2,94.4,132.4,6.94,124,41,26,Maize,Turcicum Leaf Blight
21.3,51.8,137.5,6.98,97,35,43,Wheat,Powdery Mildew
30.8,80.1,163.8,6.33,95,50,46,Tomato,Bacterial Spot
32,66,230.8,6.06,77,30,25,Rice,Brown Spot
23.7,67.3,160.1,6.47,81,29,43,Potato,Late Blight
23.7,81.1,163.5,6.34,103,32,30,Wheat,Septoria Leaf Spot
35,86.5,244.1,6.1,91,35,40,Rice,Bacterial Leaf Blight
26.1,67.4,175.1,6.74,99,35,35,Chili,Powdery Mildew
25.1,68.4,138.7,6.29,91,59,33,Tomato,Early Blight
18.4,72.7,173.2,6.23,75,31,42,Potato,Late Blight
28.5,56.7,167.7,6.57,87,50,31,Cotton,Verticillium Wilt
33.9,70.6,223.7,6.21,86,37,31,Cotton,Leaf Spot
27.1,74.4,169.1,6.6,88,59,50,Apple,Fire Blight
34.3,86.5,136.9,7.05,106,46,26,Maize,Turcicum Leaf Blight
31.5,48.2,266.7,6.31,90,42,38,Rice,Leaf Blast
22.7,80.2,160.2,5.85,82,32,37,Tomato,Late Blight
19.6,70.6,178.2,6.51,106,37,44,Wheat,Septoria Leaf Spot
20.9,75,149.9,6.01,79,30,42,Potato,Late Blight
33.4,91.8,142.9,6.85,119,43,21,Maize,Turcicum Leaf Blight
23.4,49.6,131.6,7.17,65,56,42,Potato,Common Scab
29.7,84.3,185.3,6.19,102,43,32,Maize,Common Rust
34,51.2,264.1,6.49,86,40,35,Rice,Leaf Blast
29.9,77.8,160.3,6.49,91,42,49,Tomato,Bacterial Spot
30.6,86.5,254.7,6.16,114,31,42,Chili,Leaf Spot
21.2,74.8,191.8,6.52,74,49,49,Apple,Apple Scab
27.8,68.4,154.1,6.64,97,41,44,Tomato,Bacterial Spot
24.6,68.1,149,6.15,80,52,33,Potato,Early Blight
16.3,88,190.3,5.87,74,47,52,Apple,Apple Scab
18.4,67.5,163.2,6.17,87,26,42,Potato,Late Blight
25.3,69.2,121.6,6.48,98,50,32,Tomato,Early Blight
28.6,77.7,156.4,6.43,95,40,32,Maize,Common Rust
26.4,70.7,182.6,6.31,86,34,34,Chili,Powdery Mildew
23.8,69.6,154,6.56,92,46,37,Wheat,Leaf Rust
24,70.4,193.4,6.09,111,33,43,Wheat,Septoria Leaf Spot
27.7,72.2,157.1,7.01,98,50,48,Apple,Fire Blight
18,84,163.7,6.24,78,42,47,Apple,Cedar Apple Rust
31.9,58.1,150.7,6.67,83,49,37,Cotton,Verticillium Wilt
22.4,84.7,166.2,5.98,99,36,32,Wheat,Septoria Leaf Spot
27,53.4,112.8,6.83,57,47,31,Potato,Common Scab
33.6,77.1,190.4,6.34,82,36,34,Cotton,Leaf Spot
24.6,68.2,158.5,6.09,75,56,34,Potato,Early Blight
21.2,75.7,156,6.24,87,26,43,Potato,Late Blight
22,84.7,167.6,5.83,76,40,37,Tomato,Late Blight
22,52.1,141.4,6.58,100,41,49,Wheat,Powdery Mildew
23.8,72.2,155.1,6.55,76,45,43,Apple,Apple Scab
33.8,54.6,207.7,6.89,103,62,21,Chili,Anthracnose
28.8,78.6,176.5,6.23,86,43,38,Tomato,Bacterial Spot
32.6,57.5,181,6.63,109,51,22,Chili,Anthracnose
23.2,75.8,147.4,6.35,83,21,44,Potato,Late Blight
25.8,84.3,159,6.12,92,39,28,Maize,Common Rust
25,49.4,105.5,7.48,64,46,39,Potato,Common Scab
23.4,55.9,124,6.5,108,43,49,Wheat,Powdery Mildew
16.6,75.2,187.4,5.96,86,36,40,Apple,Apple Scab
20.5,69.2,134.1,6.18,71,52,30,Potato,Early Blight
29.9,80.3,189,5.84,92,36,28,Maize,Common Rust
20.6,74.2,147.9,6.44,87,27,49,Potato,Late Blight
24.4,58.4,148.8,6.43,91,35,41,Wheat,Powdery Mildew
31,88.8,298.2,6.16,110,27,40,Chili,Leaf Spot
35,93.6,146.4,6.96,107,45,27,Maize,Turcicum Leaf Blight
34.6,50.6,195.2,6.68,105,61,18,Chili,Anthracnose
35.8,93.7,152.4,7,114,49,24,Maize,Turcicum Leaf Blight
23.4,84.3,178.9,6.03,70,45,43,Apple,Apple Scab
29.8,78,165.1,6.33,100,30,32,Maize,Common Rust
21.4,73.1,189.7,5.84,112,27,43,Wheat,Septoria Leaf Spot
21.6,68.1,137.6,6.07,79,58,29,Potato,Early Blight
27.9,65.7,182.8,7.05,71,45,32,Cotton,Verticillium Wilt
30.6,88.9,190.9,6.13,100,40,24,Maize,Gray Leaf Spot
18.1,80.6,169.4,6.5,81,36,49,Apple,Apple Scab
25.5,76.3,171.5,6.54,86,53,49,Tomato,Bacterial Spot
24.9,61.4,149,6.66,95,42,43,Wheat,Powdery Mildew
19.5,78,195.8,6.03,75,40,52,Apple,Apple Scab
33.4,85.3,208.8,6.36,107,43,22,Maize,Gray Leaf Spot
35.4,48.2,283.5,6.39,94,35,32,Rice,Leaf Blast
34.4,48.4,288.3,6.52,92,39,30,Rice,Leaf Blast
21.9,62.9,140.7,6.09,67,58,29,Potato,Early Blight
21.2,51.9,127.7,6.61,103,35,42,Wheat,Powdery Mildew
19.4,93.8,177.1,5.91,81,35,33,Tomato,Late Blight
32.9,92.2,135.6,7.1,114,46,28,Maize,Turcicum Leaf Blight
35.7,57.7,245.1,6.46,83,45,38,Cotton,Bacterial Blight
30.2,75,222,6.36,88,49,32,Cotton,Leaf Spot
30,76.8,184.1,5.95,100,44,34,Maize,Common Rust
22.4,74.4,159,6.54,90,53,46,Apple,Fire Blight
21,89.2,188.8,5.72,75,42,31,Tomato,Late Blight
36.6,86.5,226.5,7.36,94,49,37,Cotton,Leaf Spot
27.3,63,141.4,6.23,92,37,40,Wheat,Leaf Rust
20.1,61.6,151.5,6.06,60,53,27,Potato,Early Blight
19.4,83.7,174.9,6.37,88,45,40,Apple,Cedar Apple Rust
20.9,76.1,199.5,5.84,97,25,39,Wheat,Septoria Leaf Spot
18.9,66.8,155.6,6.05,85,20,45,Potato,Late Blight
25.8,84.6,162.6,6.1,95,38,25,Maize,Common Rust
28.4,66.6,203.8,6.91,70,52,31,Cotton,Verticillium Wilt
23,73.7,143.1,6.3,100,36,44,Wheat,Leaf Rust
25.7,77,164.3,6.19,104,40,30,Maize,Common Rust
29.4,84.6,178.7,6.28,101,31,26,Maize,Common Rust
31.8,57.7,196,6.57,115,60,20,Chili,Anthracnose
22.7,92.2,215.5,6.53,85,44,38,Tomato,Late Blight
22.3,72,193.4,5.92,101,28,35,Wheat,Septoria Leaf Spot
34.2,90.2,153.4,7.02,124,46,27,Maize,Turcicum Leaf Blight
29.2,54.7,206.5,7.09,76,46,38,Cotton,Verticillium Wilt
22.6,79.2,188.5,6.89,85,49,35,Apple,Cedar Apple Rust
30.4,83.5,179.7,6.06,95,38,16,Maize,Gray Leaf Spot
26,81.7,182.2,6.38,99,32,25,Maize,Common Rust
32.7,80.9,178.8,7.07,101,53,50,Tomato,Bacterial Spot
28.3,87.9,276.5,6.01,95,31,43,Chili,Leaf Spot
23.2,64.6,146.4,6.18,69,64,34,Potato,Early Blight
26.1,54.8,180.9,7.07,74,51,33,Cotton,Verticillium Wilt
20.4,86.3,193.1,5.83,79,41,42,Tomato,Late Blight
23.9,77,178.6,6.24,76,28,44,Potato,Late Blight
33,68.8,184.5,6.08,88,49,27,Cotton,Leaf Spot
25.3,62.8,158.8,6.41,97,39,43,Wheat,Leaf Rust
33.7,77.4,191.9,6.32,89,43,27,Cotton,Leaf Spot
25.4,76.3,150.4,6.78,95,44,30,Chili,Powdery Mildew
33.2,85.1,196.6,6.42,99,41,25,Maize,Gray Leaf Spot
20.2,77,184.2,6.81,84,47,45,Apple,Cedar Apple Rust
25.6,48,135.6,6.93,57,41,31,Potato,Common Scab
23.8,73.4,177.8,6.03,81,23,47,Potato,Late Blight
20.9,43.2,123.4,6,54,39,27,Potato,Common Scab
28,78.6,165.9,6.49,107,41,30,Maize,Common Rust
26.5,66.4,170,7.11,97,45,50,Apple,Fire Blight
24.2,62.2,138.4,6.62,95,36,43,Wheat,Powdery Mildew
16.5,87.7,167.1,5.93,82,40,52,Apple,Apple Scab
30.3,52.9,196.2,6.93,101,53,19,Chili,Anthracnose
21.8,51.3,136.7,6.91,105,36,46,Wheat,Powdery Mildew
18.8,84.9,160.7,6.55,81,47,43,Apple,Cedar Apple Rust
33.7,60,214.9,6.15,88,35,32,Rice,Brown Spot
26.6,78.8,144.4,6.34,89,54,35,Tomato,Bacterial Spot
25.8,60.7,201.5,7.24,74,45,35,Cotton,Verticillium Wilt
26.9,64.4,147.9,6.58,98,49,37,Wheat,Leaf Rust
28.4,86.2,183.5,6.25,97,37,17,Maize,Gray Leaf Spot
21.5,92.9,167.2,6.17,75,44,42,Tomato,Late Blight
31.2,88.1,175,6.35,104,35,21,Maize,Gray Leaf Spot
19.9,83,195.3,6.08,96,35,34,Wheat,Septoria Leaf Spot
26.3,83.3,180.9,6.45,91,39,26,Maize,Common Rust
23,52.3,149,6.67,100,37,44,Wheat,Powdery Mildew
21.9,69.5,152,6.04,63,52,25,Potato,Early Blight
34,75.5,173.6,6.05,102,47,27,Maize,Gray Leaf Spot
27.3,73.6,149.7,6.26,87,49,35,Wheat,Leaf Rust
26.3,65.2,156.4,6.5,81,51,57,Apple,Fire Blight
22.8,67,154.2,6.34,85,45,35,Wheat,Leaf Rust
34.3,94,130.6,6.99,123,45,24,Maize,Turcicum Leaf Blight
30.7,87.6,271.5,6.43,98,27,35,Chili,Leaf Spot
30.9,86.4,276,6.34,103,27,35,Chili,Leaf Spot
27.5,76.6,187.9,6.27,91,34,31,Chili,Powdery Mildew
32.5,86.2,263.1,6.73,92,45,45,Rice,Bacterial Leaf Blight
18.2,67,178.7,6.27,89,26,43,Potato,Late Blight
22.1,84.2,170.7,6.45,96,33,31,Wheat,Septoria Leaf Spot
26.8,48,138.1,7.99,64,59,38,Potato,Common Scab
23.1,68.4,174.3,6.14,84,30,45,Potato,Late Blight
26.4,73.3,174.9,6.51,86,48,46,Tomato,Bacterial Spot
33.4,83.9,203,6.38,99,40,20,Maize,Gray Leaf Spot
36.5,48.1,212.6,6.49,60,52,40,Cotton,Bacterial Blight
29.8,84.8,192.3,7.06,92,55,42,Tomato,Bacterial Spot
19.9,89.5,184.8,6.29,85,46,53,Apple,Apple Scab
23.8,79.5,171.2,6.07,86,20,40,Potato,Late Blight
30.8,45.7,185.9,6.79,115,52,16,Chili,Anthracnose
23.1,78.6,177.1,6.91,94,43,37,Apple,Cedar Apple Rust
18.5,68.6,172.8,6.02,83,34,48,Potato,Late Blight
21.5,86.2,183.9,5.8,81,43,32,Tomato,Late Blight
18.9,89.1,162.3,5.93,83,39,43,Tomato,Late Blight
32.2,69.7,222.4,6.17,70,29,34,Rice,Brown Spot
29.6,66.5,187.4,6.7,94,45,28,Cotton,Leaf Spot
34.1,85.3,146.1,7.17,116,54,21,Maize,Turcicum Leaf Blight
24.4,67.4,150.9,6.08,68,54,33,Potato,Early Blight
23.8,66.4,168.5,6.22,88,22,46,Potato,Late Blight
24.5,65.1,168.5,6.36,94,37,44,Wheat,Leaf Rust
33.7,45.4,259.3,6.72,96,35,33,Rice,Leaf Blast
30.5,52.1,259.8,6.65,90,36,34,Rice,Leaf Blast
34.7,53.5,198.3,6.53,117,54,21,Chili,Anthracnose
20.6,75.9,171.8,6.08,84,22,47,Potato,Late Blight
34.3,70.1,229.9,6,80,47,26,Cotton,Leaf Spot
26.7,65,157.9,6.42,99,55,30,Tomato,Early Blight
30.4,73.6,240.2,6.57,94,44,40,Rice,Bacterial Leaf Blight
23.6,67.6,161.1,6.69,101,37,41,Wheat,Leaf Rust
32.5,84,257.4,6.19,99,45,42,Rice,Bacterial Leaf Blight
20.4,74.3,182.3,6.04,96,25,36,Wheat,Septoria Leaf Spot
18.7,88,182.7,6.15,84,32,36,Tomato,Late Blight
31.4,67.1,229.7,6.01,71,35,33,Rice,Brown Spot
25.5,75,158.2,6.47,96,48,32,Tomato,Early Blight
32.6,50,270.2,6.64,91,44,35,Rice,Leaf Blast
23.2,59,125.4,6.82,99,41,48,Wheat,Powdery Mildew
31.6,46.6,247.3,6.42,76,56,39,Cotton,Bacterial Blight
36.9,87.7,156.5,6.82,123,48,26,Maize,Turcicum Leaf Blight
34.3,74.2,258,6.98,96,41,45,Rice,Bacterial Leaf Blight
23.4,72.1,165.6,7.15,89,46,45,Apple,Fire Blight
31.4,47.6,274,6.48,98,35,33,Rice,Leaf Blast
30.4,62.6,215.3,5.68,81,31,34,Rice,Brown Spot
21.8,50.8,121,6.65,91,41,48,Wheat,Powdery Mildew
26.1,66,169.3,6.3,99,33,33,Chili,Powdery Mildew
22.7,73.7,139.6,7.3,95,49,55,Apple,Fire Blight
23.7,65.3,151.9,6,84,33,42,Potato,Late Blight
18.9,77.6,161.6,6.44,83,42,40,Apple,Apple Scab
27.4,56.7,152.5,7.1,87,45,37,Cotton,Verticillium Wilt
30.3,50.7,288.2,6.37,88,43,30,Rice,Leaf Blast
34,89.9,204.3,6.04,114,44,27,Maize,Gray Leaf Spot
36.6,61.9,214.4,7.24,127,55,24,Chili,Anthracnose
26.8,69.6,197.8,6.8,86,51,32,Cotton,Verticillium Wilt
18.5,70.3,164.1,6.13,113,34,42,Wheat,Septoria Leaf Spot
26.1,62.5,142.4,6.4,100,44,41,Wheat,Leaf Rust
33.6,53.4,252.2,6.42,98,30,32,Rice,Leaf Blast
20.4,83.5,160.3,6.64,77,52,46,Apple,Cedar Apple Rust
25.4,75.2,177.5,6.74,92,38,30,Chili,Powdery Mildew
25.5,45.9,133.6,6.51,54,54,34,Potato,Common Scab
22.9,83.5,165.9,6.33,83,54,40,Apple,Cedar Apple Rust
30.2,73.7,246.8,6.03,82,34,31,Rice,Brown Spot
19.1,77,161,6.24,77,21,47,Potato,Late Blight
21.4,68.7,136.7,6.19,60,64,25,Potato,Early Blight
33.2,75,209.1,6.49,83,48,27,Cotton,Leaf Spot
36.5,89.3,146.4,6.82,106,52,20,Maize,Turcicum Leaf Blight
24.3,55.8,126.3,7.56,50,44,39,Potato,Common Scab
33.6,50.8,243.9,6.73,71,45,39,Cotton,Bacterial Blight
29.2,66.8,247.8,5.91,71,33,32,Rice,Brown Spot
28.4,68.6,170.8,6.36,99,52,46,Tomato,Bacterial Spot
19.6,77,155.9,6.23,75,21,43,Potato,Late Blight
28.1,80.5,297.9,6.14,112,28,36,Chili,Leaf Spot
20.6,59.2,148.2,6.8,91,38,45,Wheat,Powdery Mildew
22.4,70.5,130.4,6.33,91,43,42,Wheat,Leaf Rust
20.8,69,131.1,7.38,92,57,52,Apple,Fire Blight
34.1,86.6,136.9,6.83,123,47,23,Maize,Turcicum Leaf Blight
27.2,69.2,155.6,6.61,91,43,36,Chili,Powdery Mildew
32.4,84.1,181.7,6.65,106,46,18,Maize,Gray Leaf Spot
31,41.8,217,6.5,68,56,35,Cotton,Bacterial Blight
29.1,70.1,181.9,6.2,109,38,25,Maize,Common Rust
28.2,78.6,205.9,6.07,82,40,34,Cotton,Leaf Spot
25.1,73.6,167.2,6.03,107,41,31,Maize,Common Rust
26.6,65.7,153.9,7.14,92,54,54,Apple,Fire Blight
26.8,78.8,199.3,7,100,35,54,Potato,Late Blight
28.6,70.6,201.9,6.11,72,26,26,Rice,Brown Spot
30.2,78.2,219.1,6.02,96,39,26,Cotton,Leaf Spot
26.2,58.1,170.6,6.9,85,47,39,Cotton,Verticillium Wilt
26.9,69.5,148.7,6.01,82,50,27,Tomato,Early Blight
27.1,71.1,134,6.47,94,51,31,Tomato,Early Blight
21.7,63.1,122.5,6.53,105,35,44,Wheat,Powdery Mildew
32,84,177.7,6.15,95,38,20,Maize,Gray Leaf Spot
22.8,73.8,175.4,6.1,76,24,40,Potato,Late Blight
23.1,74.9,158.8,6.8,81,58,55,Apple,Fire Blight
33.7,47.9,194,6.93,110,60,20,Chili,Anthracnose
24.2,87.3,214.5,6,91,43,33,Tomato,Late Blight
30,88.2,270.3,6.49,110,34,40,Chili,Leaf Spot
31.6,49.7,202.4,6.78,117,54,21,Chili,Anthracnose
24.7,72.2,165.4,6.07,95,48,38,Wheat,Leaf Rust
23.2,48.2,117,7.86,60,43,31,Potato,Common Scab
22.9,54.9,121.2,6.56,90,44,49,Wheat,Powdery Mildew
32.8,46.6,209.7,6.62,103,57,20,Chili,Anthracnose
31,87.7,298.5,6.39,99,25,44,Chili,Leaf Spot
30.8,65.9,251.8,6.15,76,37,32,Rice,Brown Spot
26,71,153.2,6.33,98,40,31,Maize,Common Rust
25.3,79.9,179.5,6.25,85,40,34,Chili,Powdery Mildew
29.4,65.4,166.3,6.22,92,32,32,Chili,Powdery Mildew
29.3,74.5,205,6.1,83,42,33,Cotton,Leaf Spot
24.8,60.8,147.1,6.38,103,42,38,Wheat,Leaf Rust
28.8,73.5,251.9,5.83,84,34,33,Rice,Brown Spot
31.5,65.5,229.2,5.72,72,28,26,Rice,Brown Spot
19.6,75.6,165.1,6.02,72,37,40,Apple,Apple Scab
32.2,51,230.5,6.38,79,56,37,Cotton,Bacterial Blight
20.9,75.2,170.4,6.81,90,47,42,Apple,Cedar Apple Rust
28.8,83.6,293.1,6.21,113,29,38,Chili,Leaf Spot
20.9,84.1,183.4,6.72,85,53,41,Apple,Cedar Apple Rust
22.7,78.7,165.7,6.82,87,45,41,Apple,Cedar Apple Rust
32.3,75.4,184.5,5.88,84,42,25,Cotton,Leaf Spot
21.9,77.6,169.2,6.65,78,49,47,Apple,Cedar Apple Rust
